Filename,Count,CatchQuantity,CatchRecoverability,CatchSLOC,FlowHandlingActions,FlowHandlingStrategy,FlowQuantity,Invoked Methods,Try Quantity,5,TrySLOC
DockerCommand.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
DockerClientProvider.java,0,0,0,0,0,2.0,0.0,0.0,0,1.0,0
DockerClientConfigHandler.java,0,0,0,0,0,9.0,0.0,0.0,0,8.0,0
DockerClient.java,140,1,1,4,1,3.0,1.0,49.0,3,5.0,86
DistributedShellTimelinePlugin.java,0,0,0,0,0,9.0,0.0,0.0,0,1.0,0
DistributedShellBaseTest.java,317,3,1,11,3,6.0,3.0,34.0,5,6.0,62
DistributedSchedulingAMProtocolPBServiceImpl.java,670,10,10,30,10,9.0,5.0,10.0,5,7.0,46
DistributedSchedulingAMProtocolPBClientImpl.java,475,5,0,20,5,7.0,5.0,10.0,5,3.0,35
DistributedSchedulingAMProtocolPB.java,0,0,0,0,0,3.0,0.0,0.0,0,4.0,0
DistributedSchedulingAMProtocol.java,0,0,0,0,0,3.0,0.0,0.0,0,1.0,0
DistributedSchedulingAllocateResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
DistributedSchedulingAllocateResponse.java,0,0,0,0,0,9.0,0.0,0.0,0,3.0,0
DistributedSchedulingAllocateRequestPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
DistributedSchedulingAllocateRequest.java,0,0,0,0,0,4.0,0.0,0.0,0,5.0,0
DistributedScheduler.java,0,0,0,0,0,8.0,0.0,0.0,0,8.0,0
DistributedOpportunisticContainerAllocator.java,0,0,0,0,0,9.0,0.0,0.0,0,0.0,0
Dispatcher.java,413,2,0,12,2,8.0,2.0,9.0,2,1.0,25
Dispatcher.java,0,0,0,0,0,2.0,0.0,0.0,0,4.0,0
DiskResourceHandler.java,0,0,0,0,0,5.0,0.0,0.0,0,5.0,0
DisabledPlacementProcessor.java,0,0,0,0,0,3.0,0.0,0.0,0,9.0,0
DisabledBlacklistManager.java,0,0,0,0,0,5.0,0.0,0.0,0,9.0,0
DirectTimelineWriter.java,0,0,0,0,0,6.0,0.0,0.0,0,8.0,0
DirectoryCollection.java,1292,5,1,33,5,8.0,5.0,85.0,16,7.0,202
DieTask.java,0,0,0,0,0,3.0,0.0,0.0,0,3.0,0
DiagnosticsCollector.java,0,0,0,0,0,9.0,0.0,0.0,0,6.0,0
DeviceSpecParser.java,154,1,1,3,1,1.0,1.0,6.0,1,9.0,12
DeviceRuntimeSpec.java,0,0,0,0,0,6.0,0.0,0.0,0,5.0,0
DeviceResourceUpdaterImpl.java,130,1,1,3,1,8.0,1.0,2.0,1,6.0,6
DeviceResourceHandlerImpl.java,708,4,3,16,4,2.0,4.0,37.0,4,1.0,79
DeviceResourceDockerRuntimePluginImpl.java,365,2,0,6,2,3.0,2.0,8.0,2,7.0,14
DeviceRegisterRequest.java,0,0,0,0,0,9.0,0.0,0.0,0,2.0,0
DevicePluginScheduler.java,0,0,0,0,0,4.0,0.0,0.0,0,3.0,0
DevicePluginAdapter.java,0,0,0,0,0,6.0,0.0,0.0,0,0.0,0
DevicePlugin.java,0,0,0,0,0,8.0,0.0,0.0,0,8.0,0
DeviceMappingManager.java,325,3,1,10,3,5.0,3.0,10.0,3,5.0,25
Device.java,0,0,0,0,0,1.0,0.0,0.0,0,7.0,0
DeSelectFields.java,0,0,0,0,0,6.0,0.0,0.0,0,7.0,0
DeletionTaskType.java,0,0,0,0,0,6.0,0.0,0.0,0,5.0,0
DeletionTaskRecoveryInfo.java,0,0,0,0,0,3.0,0.0,0.0,0,7.0,0
DeletionTask.java,125,1,0,3,1,3.0,1.0,3.0,1,3.0,7
DeletionService.java,136,2,0,5,2,5.0,2.0,20.0,3,8.0,20
DeletionAsUserContext.java,0,0,0,0,0,5.0,0.0,0.0,0,1.0,0
DeleteReservationHomeSubClusterResponsePBImpl.java,0,0,0,0,0,4.0,0.0,0.0,0,3.0,0
DeleteReservationHomeSubClusterResponse.java,0,0,0,0,0,4.0,0.0,0.0,0,0.0,0
DeleteReservationHomeSubClusterRequestPBImpl.java,0,0,0,0,0,6.0,0.0,0.0,0,6.0,0
DeleteReservationHomeSubClusterRequest.java,0,0,0,0,0,5.0,0.0,0.0,0,4.0,0
DeleteApplicationHomeSubClusterResponsePBImpl.java,0,0,0,0,0,7.0,0.0,0.0,0,1.0,0
DeleteApplicationHomeSubClusterResponse.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
DeleteApplicationHomeSubClusterRequestPBImpl.java,0,0,0,0,0,3.0,0.0,0.0,0,0.0,0
DeleteApplicationHomeSubClusterRequest.java,0,0,0,0,0,3.0,0.0,0.0,0,8.0,0
DelegationTokenRenewer.java,3611,16,4,66,16,7.0,12.0,81.0,15,3.0,178
DelegationToken.java,0,0,0,0,0,2.0,0.0,0.0,0,2.0,0
DelegatingLinuxContainerRuntime.java,77,1,1,3,1,2.0,1.0,2.0,1,0.0,6
DefaultWrapperServlet.java,0,0,0,0,0,4.0,0.0,0.0,0,9.0,0
DefaultSubClusterResolverImpl.java,238,2,0,7,2,4.0,2.0,43.0,3,9.0,90
DefaultSchedulerPage.java,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0
DefaultRMAdminRequestInterceptor.java,325,2,2,11,2,1.0,1.0,13.0,1,1.0,34
DefaultResourceCalculator.java,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0
DefaultRequestInterceptorREST.java,0,0,0,0,0,8.0,0.0,0.0,0,6.0,0
DefaultRequestInterceptor.java,412,2,2,11,2,2.0,1.0,11.0,1,2.0,22
DefaultQueueResourceRoundingStrategy.java,0,0,0,0,0,2.0,0.0,0.0,0,2.0,0
DefaultProviderService.java,0,0,0,0,0,4.0,0.0,0.0,0,1.0,0
DefaultProviderFactory.java,0,0,0,0,0,9.0,0.0,0.0,0,3.0,0
DefaultProbe.java,0,0,0,0,0,5.0,0.0,0.0,0,1.0,0
DefaultPlacementRule.java,0,0,0,0,0,2.0,0.0,0.0,0,5.0,0
DefaultPlacementAlgorithm.java,230,2,0,6,2,2.0,2.0,45.0,2,1.0,45
DefaultPage.java,0,0,0,0,0,1.0,0.0,0.0,0,2.0,0
DefaultOOMHandler.java,1090,6,0,18,6,8.0,5.0,57.0,5,2.0,109
DefaultNoHARMFailoverProxyProvider.java,103,1,0,3,1,4.0,1.0,4.0,1,8.0,9
DefaultLinuxContainerRuntime.java,1008,5,5,17,5,2.0,4.0,87.0,5,5.0,141
DefaultLCEResourcesHandler.java,0,0,0,0,0,6.0,0.0,0.0,0,6.0,0
DefaultCsiAdaptorImpl.java,0,0,0,0,0,4.0,0.0,0.0,0,6.0,0
DefaultContainerExecutor.java,3312,15,4,75,15,3.0,15.0,99.0,18,1.0,199
DefaultConfigurationMutationACLPolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
DefaultClientRequestInterceptor.java,133,1,1,3,1,7.0,1.0,2.0,1,7.0,13
DefaultClientProvider.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
DefaultAMSProcessor.java,1122,6,4,23,6,1.0,6.0,25.0,6,7.0,52
DecommissionType.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
DecommissioningNodesWatcher.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
DeactivatedLeafQueuesByLabel.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
DBManager.java,755,4,4,25,4,4.0,4.0,17.0,4,0.0,37
DataGeneratorForTest.java,0,0,0,0,0,1.0,0.0,21.0,2,3.0,49
DatabaseProduct.java,0,0,0,0,0,3.0,0.0,0.0,0,9.0,0
CustomResourceTypesConfigurationProvider.java,0,0,0,0,0,2.0,0.0,0.0,0,6.0,0
CustomResourceMetricValue.java,0,0,0,0,0,3.0,0.0,0.0,0,0.0,0
CustomResourceMetrics.java,0,0,0,0,0,8.0,0.0,0.0,0,5.0,0
CustomRegistryConstants.java,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0
CuratorBasedElectorService.java,336,3,0,11,3,3.0,3.0,14.0,3,7.0,26
CSQueueUtils.java,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0
CSQueueUsageTracker.java,0,0,0,0,0,6.0,0.0,0.0,0,4.0,0
CSQueueStore.java,0,0,0,0,0,3.0,0.0,71.0,8,8.0,108
CSQueuePreemptionSettings.java,0,0,0,0,0,3.0,0.0,0.0,0,9.0,0
CSQueueMetricsForCustomResources.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
CSQueueMetrics.java,0,0,0,0,0,4.0,0.0,0.0,0,5.0,0
CSQueueInfoProvider.java,0,0,0,0,0,6.0,0.0,0.0,0,7.0,0
CSQueue.java,0,0,0,0,0,1.0,0.0,0.0,0,4.0,0
CSMaxRunningAppsEnforcer.java,0,0,0,0,0,1.0,0.0,0.0,0,3.0,0
CSMappingPlacementRule.java,1430,6,4,25,6,5.0,6.0,27.0,6,4.0,53
CsiGrpcClient.java,146,1,0,3,1,4.0,1.0,3.0,1,4.0,6
CsiConstants.java,0,0,0,0,0,8.0,0.0,0.0,0,2.0,0
CsiConfigUtils.java,87,1,1,3,1,2.0,1.0,1.0,1,6.0,10
CsiClientImpl.java,0,0,0,0,0,6.0,0.0,21.0,4,3.0,20
CsiClient.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
CsiAdaptorServices.java,101,1,0,3,1,4.0,1.0,3.0,1,0.0,5
CsiAdaptorProtocolService.java,0,0,0,0,0,6.0,0.0,0.0,0,5.0,0
CsiAdaptorProtocolPBServiceImpl.java,328,4,4,12,4,2.0,4.0,8.0,4,3.0,33
CsiAdaptorProtocolPBClientImpl.java,380,4,0,16,4,9.0,4.0,8.0,4,1.0,28
CsiAdaptorProtocol.java,0,0,0,0,0,5.0,0.0,0.0,0,4.0,0
CsiAdaptorPlugin.java,0,0,0,0,0,9.0,0.0,0.0,0,8.0,0
CsiAdaptorPB.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
CsiAdaptorFactory.java,0,0,0,0,0,8.0,0.0,0.0,0,6.0,0
CSConfigurationProvider.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
CSAssignment.java,0,0,0,0,0,2.0,0.0,0.0,0,0.0,0
CSAMContainerLaunchDiagnosticsConstants.java,0,0,0,0,0,3.0,0.0,0.0,0,7.0,0
CrossOriginFilterInitializer.java,0,0,0,0,0,6.0,0.0,0.0,0,3.0,0
CredentialsInfo.java,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0
CpuResourceHandler.java,0,0,0,0,0,9.0,0.0,0.0,0,6.0,0
CosmosDBDocumentStoreWriter.java,466,2,0,7,2,4.0,2.0,17.0,2,9.0,36
CosmosDBDocumentStoreReader.java,0,0,0,0,0,8.0,0.0,0.0,0,9.0,0
CoreFileSystem.java,289,2,1,6,2,2.0,2.0,10.0,3,4.0,25
ConverterUtils.java,0,0,0,0,0,6.0,0.0,0.0,0,5.0,0
ConvertedConfigValidator.java,188,1,1,4,1,6.0,1.0,7.0,1,2.0,12
ConversionOptions.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
ConversionException.java,0,0,0,0,0,2.0,0.0,0.0,0,2.0,0
ControllerPublishVolumeEvent.java,0,0,0,0,0,4.0,0.0,0.0,0,6.0,0
Controller.java,126,2,2,6,2,4.0,2.0,4.0,2,2.0,10
ControlledClock.java,0,0,0,0,0,6.0,0.0,0.0,0,4.0,0
ContractValidationException.java,0,0,0,0,0,3.0,0.0,0.0,0,5.0,0
ContextProcessor.java,0,0,0,0,0,2.0,0.0,0.0,0,5.0,0
ContextFactory.java,205,2,2,8,2,4.0,2.0,4.0,2,3.0,16
Context.java,0,0,0,0,0,7.0,0.0,0.0,0,0.0,0
ContainerVolumePublisher.java,0,0,0,0,0,4.0,0.0,0.0,0,2.0,0
ContainerUpdateType.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
ContainerUpdates.java,0,0,0,0,0,5.0,0.0,0.0,0,6.0,0
ContainerUpdateResponsePBImpl.java,0,0,0,0,0,4.0,0.0,0.0,0,5.0,0
ContainerUpdateResponse.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
ContainerUpdateRequestPBImpl.java,0,0,0,0,0,8.0,0.0,0.0,0,9.0,0
ContainerUpdateRequest.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
ContainerUpdateContext.java,0,0,0,0,0,8.0,0.0,0.0,0,7.0,0
ContainerType.java,0,0,0,0,0,3.0,0.0,0.0,0,7.0,0
ContainerTokenSelector.java,0,0,0,0,0,2.0,0.0,0.0,0,6.0,0
ContainerTokenIdentifierForTest.java,0,0,0,0,0,1.0,0.0,0.0,0,8.0,0
ContainerTokenIdentifier.java,512,2,0,6,2,4.0,2.0,4.0,2,8.0,15
ContainerTerminationContext.java,0,0,0,0,0,4.0,0.0,0.0,0,1.0,0
ContainerSubState.java,0,0,0,0,0,9.0,0.0,0.0,0,4.0,0
ContainerStopMonitoringEvent.java,0,0,0,0,0,2.0,0.0,0.0,0,6.0,0
ContainerStatusPBImpl.java,0,0,0,0,0,2.0,0.0,0.0,0,3.0,0
ContainerStatus.java,0,0,0,0,0,1.0,0.0,0.0,0,4.0,0
ContainerStateTransitionListener.java,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0
ContainerState.java,0,0,0,0,0,8.0,0.0,0.0,0,4.0,0
ContainerState.java,0,0,0,0,0,4.0,0.0,0.0,0,5.0,0
ContainerState.java,0,0,0,0,0,7.0,0.0,0.0,0,4.0,0
ContainerStartMonitoringEvent.java,0,0,0,0,0,9.0,0.0,0.0,0,5.0,0
ContainerStartDataPBImpl.java,0,0,0,0,0,6.0,0.0,0.0,0,6.0,0
ContainerStartData.java,0,0,0,0,0,9.0,0.0,0.0,0,3.0,0
ContainerStartContext.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
ContainerSpecification.java,0,0,0,0,0,5.0,0.0,0.0,0,2.0,0
ContainersMonitorImpl.java,883,6,0,18,6,0.0,6.0,38.0,7,0.0,121
ContainersMonitorEventType.java,0,0,0,0,0,2.0,0.0,0.0,0,2.0,0
ContainersMonitorEvent.java,0,0,0,0,0,5.0,0.0,0.0,0,2.0,0
ContainersMonitor.java,0,0,0,0,0,6.0,0.0,0.0,0,5.0,0
ContainersLauncherEventType.java,0,0,0,0,0,9.0,0.0,0.0,0,6.0,0
ContainersLauncherEvent.java,0,0,0,0,0,8.0,0.0,0.0,0,4.0,0
ContainersLauncher.java,583,4,1,12,4,8.0,4.0,11.0,4,3.0,24
ContainersInfo.java,0,0,0,0,0,5.0,0.0,0.0,0,2.0,0
ContainersInfo.java,0,0,0,0,0,9.0,0.0,0.0,0,2.0,0
ContainerSignalContext.java,0,0,0,0,0,8.0,0.0,0.0,0,5.0,0
ContainerShellWebSocketServlet.java,0,0,0,0,0,5.0,0.0,0.0,0,3.0,0
ContainerShellWebSocket.java,203,3,0,8,3,4.0,3.0,50.0,3,1.0,69
ContainerShellWebSocket.java,531,4,0,17,4,6.0,4.0,41.0,5,3.0,63
ContainerShellClientSocketTest.java,126,1,0,3,1,2.0,1.0,3.0,1,5.0,6
ContainerSchedulerEventType.java,0,0,0,0,0,8.0,0.0,0.0,0,1.0,0
ContainerSchedulerEvent.java,0,0,0,0,0,3.0,0.0,0.0,0,7.0,0
ContainerScheduler.java,320,2,0,6,2,8.0,2.0,9.0,2,2.0,13
ContainerRuntimeContext.java,0,0,0,0,0,9.0,0.0,0.0,0,4.0,0
ContainerRuntimeConstants.java,0,0,0,0,0,2.0,0.0,0.0,0,3.0,0
ContainerRuntime.java,0,0,0,0,0,2.0,0.0,0.0,0,3.0,0
ContainerRetryPolicy.java,0,0,0,0,0,8.0,0.0,0.0,0,6.0,0
ContainerRetryContextPBImpl.java,0,0,0,0,0,5.0,0.0,0.0,0,5.0,0
ContainerRetryContext.java,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0
ContainerResumeEvent.java,0,0,0,0,0,7.0,0.0,0.0,0,6.0,0
ContainerResourceLocalizedEvent.java,0,0,0,0,0,3.0,0.0,0.0,0,9.0,0
ContainerResourceFailedEvent.java,0,0,0,0,0,3.0,0.0,0.0,0,2.0,0
ContainerResourceEvent.java,0,0,0,0,0,6.0,0.0,0.0,0,6.0,0
ContainerRequest.java,0,0,0,0,0,7.0,0.0,0.0,0,2.0,0
ContainerReportPBImpl.java,0,0,0,0,0,4.0,0.0,0.0,0,6.0,0
ContainerReport.java,0,0,0,0,0,4.0,0.0,0.0,0,2.0,0
ContainerRelaunch.java,907,3,0,15,3,9.0,2.0,68.0,2,9.0,97
ContainerReInitEvent.java,0,0,0,0,0,2.0,0.0,0.0,0,1.0,0
ContainerReapContext.java,0,0,0,0,0,2.0,0.0,0.0,0,4.0,0
ContainerReacquisitionContext.java,0,0,0,0,0,8.0,0.0,0.0,0,2.0,0
ContainerQueuingLimitPBImpl.java,0,0,0,0,0,8.0,0.0,0.0,0,8.0,0
ContainerQueuingLimit.java,0,0,0,0,0,4.0,0.0,0.0,0,8.0,0
ContainerPrepareContext.java,0,0,0,0,0,6.0,0.0,0.0,0,8.0,0
ContainerPreemptEvent.java,0,0,0,0,0,4.0,0.0,0.0,0,3.0,0
ContainerPBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
ContainerPauseEvent.java,0,0,0,0,0,9.0,0.0,0.0,0,4.0,0
ContainerPage.java,0,0,0,0,0,1.0,0.0,0.0,0,4.0,0
ContainerPage.java,128,1,0,4,1,4.0,1.0,6.0,1,1.0,6
ContainerPage.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
ContainerNotFoundException.java,0,0,0,0,0,6.0,0.0,0.0,0,5.0,0
ContainerMetricsConstants.java,0,0,0,0,0,7.0,0.0,0.0,0,0.0,0
ContainerMetrics.java,0,0,0,0,0,3.0,0.0,0.0,0,2.0,0
ContainerManagerSecurityInfo.java,0,0,0,0,0,9.0,0.0,0.0,0,2.0,0
ContainerManagerImpl.java,2074,17,7,56,17,8.0,13.0,138.0,18,5.0,260
ContainerManagerEventType.java,0,0,0,0,0,6.0,0.0,0.0,0,0.0,0
ContainerManagerEvent.java,0,0,0,0,0,2.0,0.0,0.0,0,5.0,0
ContainerManager.java,0,0,0,0,0,8.0,0.0,0.0,0,7.0,0
ContainerManagementProtocolProxy.java,225,3,0,9,3,3.0,3.0,9.0,4,9.0,20
ContainerManagementProtocolPBServiceImpl.java,1556,23,23,69,23,7.0,12.0,29.0,12,4.0,101
ContainerManagementProtocolPBClientImpl.java,1140,12,0,48,12,4.0,12.0,30.0,12,1.0,92
ContainerManagementProtocolPB.java,0,0,0,0,0,3.0,0.0,0.0,0,6.0,0
ContainerManagementProtocol.java,0,0,0,0,0,4.0,0.0,0.0,0,0.0,0
ContainerLogsUtils.java,748,2,3,13,2,5.0,2.0,17.0,2,6.0,30
ContainerLogsRequest.java,0,0,0,0,0,9.0,0.0,0.0,0,9.0,0
ContainerLogsPage.java,806,8,0,25,8,4.0,7.0,89.0,7,9.0,131
ContainerLogsInfo.java,0,0,0,0,0,1.0,0.0,0.0,0,3.0,0
ContainerLogMeta.java,0,0,0,0,0,5.0,0.0,0.0,0,0.0,0
ContainerLogFileInfo.java,0,0,0,0,0,4.0,0.0,0.0,0,1.0,0
ContainerLogContext.java,0,0,0,0,0,4.0,0.0,0.0,0,9.0,0
ContainerLogAggregationType.java,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
ContainerLogAggregationPolicy.java,0,0,0,0,0,9.0,0.0,0.0,0,6.0,0
ContainerLocalizer.java,1100,8,2,29,8,0.0,6.0,74.0,9,9.0,145
ContainerLocalizationRequestEvent.java,0,0,0,0,0,6.0,0.0,0.0,0,8.0,0
ContainerLocalizationEvent.java,0,0,0,0,0,3.0,0.0,0.0,0,3.0,0
ContainerLocalizationCleanupEvent.java,0,0,0,0,0,8.0,0.0,0.0,0,7.0,0
ContainerLivenessContext.java,0,0,0,0,0,2.0,0.0,0.0,0,6.0,0
ContainerLaunchService.java,399,1,0,5,1,6.0,1.0,27.0,1,7.0,23
ContainerLaunchFailAppMaster.java,104,1,0,4,1,5.0,1.0,7.0,1,9.0,14
ContainerLaunchContextPBImpl.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
ContainerLaunchContextInfo.java,0,0,0,0,0,3.0,0.0,0.0,0,4.0,0
ContainerLaunchContext.java,0,0,0,0,0,1.0,0.0,0.0,0,7.0,0
ContainerLaunch.java,2538,12,0,46,12,8.0,11.0,247.0,19,7.0,439
ContainerKillEvent.java,0,0,0,0,0,8.0,0.0,0.0,0,1.0,0
ContainerInitializationContext.java,0,0,0,0,0,8.0,0.0,0.0,0,0.0,0
ContainerInitEvent.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
ContainerInfo.java,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0
ContainerInfo.java,51,1,0,3,1,6.0,1.0,5.0,1,9.0,16
ContainerImpl.java,1681,9,0,33,9,0.0,9.0,115.0,22,0.0,231
ContainerIdPBImpl.java,0,0,0,0,0,8.0,0.0,0.0,0,1.0,0
ContainerId.java,136,1,1,3,1,7.0,1.0,21.0,1,2.0,50
ContainerHistoryData.java,0,0,0,0,0,6.0,0.0,0.0,0,4.0,0
ContainerFinishDataPBImpl.java,0,0,0,0,0,9.0,0.0,0.0,0,0.0,0
ContainerFinishData.java,0,0,0,0,0,5.0,0.0,0.0,0,1.0,0
ContainerFailureTracker.java,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0
ContainerExpiredSchedulerEvent.java,0,0,0,0,0,3.0,0.0,0.0,0,2.0,0
ContainerExitStatus.java,0,0,0,0,0,7.0,0.0,0.0,0,1.0,0
ContainerExitEvent.java,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0
ContainerExecutor.java,757,5,1,17,5,9.0,4.0,24.0,5,7.0,43
ContainerExecutionException.java,0,0,0,0,0,7.0,0.0,0.0,0,4.0,0
ContainerExecContext.java,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0
ContainerEventType.java,0,0,0,0,0,5.0,0.0,0.0,0,9.0,0
ContainerEvent.java,0,0,0,0,0,7.0,0.0,0.0,0,1.0,0
ContainerEntity.java,0,0,0,0,0,5.0,0.0,0.0,0,4.0,0
ContainerDiagnosticsUpdateEvent.java,0,0,0,0,0,7.0,0.0,0.0,0,9.0,0
ContainerContext.java,0,0,0,0,0,3.0,0.0,0.0,0,7.0,0
ContainerCleanup.java,725,4,0,14,4,8.0,4.0,33.0,4,6.0,79
ContainerBlockTest.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
ContainerBlock.java,287,2,0,10,2,6.0,2.0,10.0,2,2.0,26
ContainerAllocator.java,0,0,0,0,0,5.0,0.0,0.0,0,8.0,0
ContainerAllocationProposal.java,0,0,0,0,0,9.0,0.0,0.0,0,8.0,0
ContainerAllocationExpirer.java,0,0,0,0,0,4.0,0.0,0.0,0,4.0,0
ContainerAllocation.java,0,0,0,0,0,8.0,0.0,0.0,0,1.0,0
Container.java,0,0,0,0,0,3.0,0.0,0.0,0,4.0,0
Container.java,0,0,0,0,0,5.0,0.0,0.0,0,5.0,0
Container.java,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0
ConstraintPlacementAlgorithmOutputCollector.java,0,0,0,0,0,2.0,0.0,0.0,0,5.0,0
ConstraintPlacementAlgorithmOutput.java,0,0,0,0,0,4.0,0.0,0.0,0,9.0,0
ConstraintPlacementAlgorithmInput.java,0,0,0,0,0,9.0,0.0,0.0,0,0.0,0
ConstraintPlacementAlgorithm.java,0,0,0,0,0,6.0,0.0,0.0,0,9.0,0
ConfInfo.java,0,0,0,0,0,1.0,0.0,0.0,0,8.0,0
ConfigVersionInfo.java,0,0,0,0,0,7.0,0.0,0.0,0,0.0,0
ConfigUtils.java,0,0,0,0,0,7.0,0.0,0.0,0,4.0,0
ConfiguredYarnAuthorizer.java,0,0,0,0,0,3.0,0.0,9.0,2,2.0,13
ConfiguredRMFailoverProxyProvider.java,166,1,0,4,1,7.0,1.0,3.0,1,7.0,8
ConfiguredNodeLabels.java,0,0,0,0,0,1.0,0.0,0.0,0,8.0,0
ConfigurationUpdateAssembler.java,0,0,0,0,0,5.0,0.0,0.0,0,5.0,0
ConfigurationStoreBaseTest.java,0,0,0,0,0,1.0,0.0,0.0,0,2.0,0
ConfigurationProviderFactory.java,201,1,1,3,1,9.0,1.0,1.0,1,2.0,9
ConfigurationProvider.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
ConfigurationProperties.java,0,0,0,0,0,9.0,0.0,0.0,0,7.0,0
ConfigurationNodeLabelsProvider.java,107,1,0,3,1,8.0,1.0,2.0,1,7.0,5
ConfigurationNodeAttributesProvider.java,405,2,1,6,2,5.0,2.0,4.0,2,6.0,13
ConfigurationMutationACLPolicyFactory.java,0,0,0,0,0,6.0,0.0,0.0,0,3.0,0
ConfigurationMutationACLPolicy.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
ConfigurationException.java,0,0,0,0,0,6.0,0.0,0.0,0,0.0,0
Configuration.java,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0
ConfigurableResource.java,0,0,0,0,0,6.0,0.0,0.0,0,1.0,0
ConfigurableFederationPolicy.java,0,0,0,0,0,3.0,0.0,0.0,0,6.0,0
ConfigHelper.java,0,0,0,0,0,6.0,0.0,0.0,0,0.0,0
ConfigFormat.java,0,0,0,0,0,7.0,0.0,0.0,0,0.0,0
ConfigFile.java,0,0,0,0,0,6.0,0.0,0.0,0,9.0,0
ComputeFairShares.java,67,1,0,3,1,5.0,1.0,1.0,1,7.0,5
CompoundComparator.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
CompositeTask.java,0,0,0,0,0,9.0,0.0,0.0,0,1.0,0
ComponentState.java,0,0,0,0,0,5.0,0.0,0.0,0,6.0,0
ComponentState.java,0,0,0,0,0,4.0,0.0,0.0,0,2.0,0
ComponentRestartPolicy.java,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0
ComponentInstanceState.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
ComponentInstanceId.java,0,0,0,0,0,2.0,0.0,0.0,0,3.0,0
ComponentInstanceEventType.java,0,0,0,0,0,7.0,0.0,0.0,0,6.0,0
ComponentInstanceEvent.java,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0
ComponentInstance.java,1544,10,1,34,10,2.0,10.0,90.0,19,3.0,164
ComponentHealthThresholdMonitor.java,105,1,0,3,1,2.0,1.0,2.0,1,6.0,5
ComponentEventType.java,0,0,0,0,0,2.0,0.0,0.0,0,8.0,0
ComponentEvent.java,0,0,0,0,0,2.0,0.0,0.0,0,2.0,0
ComponentContainers.java,0,0,0,0,0,2.0,0.0,0.0,0,9.0,0
Component.java,204,1,0,3,1,0.0,1.0,26.0,6,7.0,42
Component.java,0,0,0,0,0,8.0,0.0,0.0,0,6.0,0
Comparators.java,0,0,0,0,0,8.0,0.0,0.0,0,6.0,0
CommonNodeLabelsManager.java,136,1,1,4,1,0.0,1.0,67.0,11,5.0,137
CommitResponsePBImpl.java,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0
CommitResponse.java,0,0,0,0,0,2.0,0.0,0.0,0,6.0,0
CommandLineBuilder.java,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0
CombinedSystemMetricsPublisher.java,0,0,0,0,0,7.0,0.0,0.0,0,5.0,0
CombinedResourceCalculator.java,0,0,0,0,0,6.0,0.0,0.0,0,2.0,0
ColumnRWHelper.java,630,4,0,16,4,0.0,4.0,9.0,4,5.0,25
