CatchAndDoNothing,CatchAndReturnNull,CatchLOC,CatchQuantity,CatchRecoverability,CatchSLOC,DummyCatch,ExceptionHandlingStrategy,FlowHandlingActions,FlowQuantity,IncompleteImplementation,Invoked Methods,LogAndThrow,OverCatch,ThrowKitchenSink,Try Quantity,5,TrySLOC
0.0,5.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,9.0,0.0,4.0,0,8.0,0
0.0,5.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,3.0,5.0,1.0,0,7.0,0
5.0,6.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,5.0,8.0,6.0,0,1.0,0
0.0,8.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,6.0,2.0,1.0,0,3.0,0
0.0,2.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,6.0,2.0,4.0,0,8.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,8.0,5.0,4.0,0,9.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,2.0,7.0,8.0,0,3.0,0
0.0,1.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,4.0,0.0,3.0,0,9.0,0
0.0,2.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,5.0,6.0,5.0,0,1.0,0
0.0,0.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,3.0,1.0,7.0,0,0.0,0
0.0,6.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,0.0,0.0,6.0,0,9.0,0
0.0,0.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,7.0,7.0,1.0,0,6.0,0
0.0,8.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,7.0,9.0,9.0,0,7.0,0
12.0,0.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,7.0,9.0,4.0,0,1.0,0
0.0,0.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,4.0,4.0,8.0,0,6.0,0
0.0,3.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,4.0,2.0,0.0,0,0.0,0
0.0,7.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,6.0,1.0,2.0,0,2.0,0
0.0,7.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,6.0,4.0,0.0,0,6.0,0
0.0,0.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,9.0,0
22.0,1.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,8.0,4.0,3.0,0,3.0,0
0.0,4.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,5.0,9.0,3.0,0,0.0,0
297.0,4.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,9.0,7.0,0.0,0,4.0,0
0.0,5.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,3.0,4.0,9.0,0,8.0,0
0.0,1.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,2.0,3.0,0.0,0,9.0,0
0.0,8.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,2.0,3.0,0.0,0,3.0,0
0.0,8.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,3.0,4.0,9.0,0,0.0,0
0.0,7.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,9.0,1.0,3.0,0,1.0,0
0.0,9.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,7.0,4.0,9.0,0,0.0,0
0.0,0.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,9.0,3.0,1.0,0,2.0,0
0.0,0.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,7.0,2.0,1.0,0,6.0,0
0.0,1.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,5.0,1.0,0.0,0,1.0,0
0.0,5.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,8.0,1.0,3.0,0,3.0,0
0.0,5.0,121,1,1,3,1,8.0,1,1.0,1.0,7.0,2.0,4.0,8.0,2,4.0,14
0.0,8.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,5.0,8.0,9.0,0,6.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,4.0,5.0,7.0,0,9.0,0
0.0,7.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,3.0,8.0,2.0,0,1.0,0
10.0,4.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,1.0,9.0,6.0,0,2.0,0
0.0,4.0,104,1,1,3,1,2.0,1,1.0,1.0,1.0,3.0,7.0,0.0,1,4.0,5
0.0,7.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,4.0,4.0,8.0,0,4.0,0
0.0,6.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,2.0,8.0,9.0,0,2.0,0
0.0,1.0,406,3,3,12,0,8.0,3,3.0,1.0,11.0,4.0,3.0,0.0,3,7.0,26
0.0,6.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,8.0,2.0,9.0,0,1.0,0
0.0,2.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,6.0,0.0,1.0,0,4.0,0
0.0,4.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,7.0,3.0,8.0,0,1.0,0
0.0,9.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,8.0,5.0,1.0,0,0.0,0
0.0,7.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,3.0,6.0,5.0,0,3.0,0
16.0,0.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,6.0,3.0,5.0,0,2.0,0
0.0,9.0,145,1,0,4,0,9.0,1,1.0,1.0,13.0,7.0,0.0,3.0,2,3.0,20
0.0,0.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,6.0,8.0,9.0,0,5.0,0
0.0,3.0,0,0,0,0,0,1.0,0,0.0,1.0,55.0,9.0,9.0,1.0,14,5.0,111
0.0,4.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,5.0,6.0,4.0,0,4.0,0
0.0,3.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0,6.0,0
0.0,3.0,0,0,0,0,0,1.0,0,0.0,1.0,57.0,0.0,3.0,6.0,18,9.0,134
0.0,3.0,1033,9,7,37,6,6.0,9,8.0,1.0,77.0,3.0,3.0,8.0,12,5.0,159
0.0,1.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,0.0,5.0,8.0,0,4.0,0
0.0,4.0,0,0,0,0,0,4.0,0,0.0,1.0,1.0,9.0,1.0,5.0,1,1.0,3
3.0,2.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,8.0,5.0,3.0,0,7.0,0
0.0,2.0,148,1,0,4,0,1.0,1,1.0,1.0,5.0,8.0,2.0,3.0,1,8.0,17
0.0,2.0,127,1,1,3,1,8.0,1,1.0,1.0,2.0,5.0,8.0,5.0,1,8.0,6
0.0,9.0,1032,5,0,27,0,1.0,5,1.0,1.0,24.0,2.0,7.0,4.0,1,2.0,51
4.0,6.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,0.0,7.0,0.0,0,2.0,0
0.0,5.0,0,0,0,0,0,3.0,0,0.0,1.0,209.0,2.0,6.0,6.0,10,5.0,378
0.0,4.0,157,1,1,3,1,4.0,1,1.0,1.0,4.0,0.0,8.0,5.0,1,6.0,13
47.0,2.0,631,3,3,14,1,0.0,3,2.0,1.0,47.0,0.0,8.0,8.0,2,3.0,98
12.0,6.0,182,1,1,4,0,6.0,1,1.0,1.0,3.0,1.0,2.0,7.0,1,4.0,8
0.0,9.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,8.0,3.0,3.0,0,9.0,0
0.0,3.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,9.0,3.0,4.0,0,6.0,0
0.0,8.0,105,1,0,4,0,8.0,1,1.0,1.0,5.0,6.0,4.0,8.0,1,5.0,8
0.0,8.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,4.0,4.0,6.0,0,1.0,0
0.0,9.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,6.0,4.0,5.0,0,6.0,0
0.0,4.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,1.0,5.0,6.0,0,7.0,0
0.0,6.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,7.0,9.0,7.0,0,6.0,0
0.0,9.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,4.0,1.0,7.0,0,5.0,0
28.0,2.0,133,1,0,4,0,3.0,1,1.0,1.0,7.0,5.0,7.0,2.0,1,3.0,31
0.0,7.0,133,1,0,4,0,5.0,1,1.0,1.0,7.0,4.0,8.0,5.0,1,4.0,31
0.0,5.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,2.0,1.0,2.0,0,7.0,0
0.0,4.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,3.0,8.0,2.0,0,6.0,0
0.0,3.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,6.0,4.0,2.0,0,1.0,0
42.0,2.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,6.0,2.0,8.0,0,8.0,0
0.0,4.0,121,1,1,3,1,7.0,1,1.0,1.0,3.0,0.0,0.0,1.0,1,7.0,6
0.0,1.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,5.0,2.0,2.0,0,5.0,0
15.0,1.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,4.0,4.0,5.0,0,2.0,0
0.0,1.0,0,0,0,0,0,8.0,0,0.0,1.0,5.0,6.0,3.0,2.0,1,0.0,10
21.0,0.0,0,0,0,0,0,7.0,0,0.0,1.0,5.0,2.0,0.0,7.0,1,3.0,10
33.0,7.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,2.0,1.0,1.0,0,8.0,0
12.0,9.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,8.0,4.0,7.0,0,0.0,0
0.0,3.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,7.0,5.0,4.0,0,3.0,0
0.0,7.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,8.0,3.0,6.0,0,2.0,0
0.0,4.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,7.0,1.0,8.0,0,9.0,0
0.0,7.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,6.0,5.0,5.0,0,4.0,0
1.0,2.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,6.0,3.0,1.0,0,5.0,0
0.0,6.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,2.0,0.0,0.0,0,6.0,0
0.0,0.0,121,1,1,3,1,0.0,1,1.0,1.0,3.0,3.0,3.0,5.0,1,0.0,6
0.0,4.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,1.0,2.0,6.0,0,8.0,0
0.0,5.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,1.0,2.0,9.0,0,7.0,0
5.0,9.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,8.0,0.0,2.0,0,0.0,0
50.0,1.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,8.0,3.0,2.0,0,7.0,0
0.0,0.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,5.0,6.0,7.0,0,0.0,0
0.0,0.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,9.0,0.0,1.0,0,5.0,0
0.0,2.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,4.0,4.0,5.0,0,7.0,0
0.0,3.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,2.0,8.0,9.0,0,8.0,0
0.0,8.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,7.0,1.0,7.0,0,3.0,0
0.0,7.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,0.0,7.0,2.0,0,4.0,0
0.0,0.0,1009,4,1,20,2,6.0,4,4.0,1.0,29.0,0.0,6.0,3.0,4,3.0,52
0.0,4.0,126,2,0,6,2,8.0,2,2.0,1.0,96.0,1.0,9.0,4.0,27,7.0,262
0.0,9.0,379,2,0,7,1,1.0,2,2.0,1.0,78.0,6.0,5.0,5.0,4,6.0,96
6.0,8.0,1002,8,7,36,1,5.0,8,8.0,1.0,51.0,0.0,5.0,7.0,10,4.0,127
0.0,8.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,6.0,1.0,3.0,0,8.0,0
3.0,2.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,8.0,6.0,5.0,0,4.0,0
0.0,8.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,7.0,2.0,0.0,0,4.0,0
4.0,7.0,2550,16,12,59,5,6.0,16,16.0,1.0,169.0,5.0,6.0,1.0,12,6.0,325
0.0,0.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,5.0,1.0,9.0,0,6.0,0
14.0,0.0,441,4,1,15,1,8.0,4,4.0,1.0,26.0,9.0,6.0,0.0,4,4.0,37
0.0,5.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,4.0,1.0,2.0,0,0.0,0
0.0,6.0,59,1,1,3,1,0.0,1,1.0,1.0,3.0,0.0,3.0,2.0,1,1.0,13
5.0,0.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0,4.0,0
0.0,4.0,150,1,0,3,1,1.0,1,1.0,1.0,6.0,2.0,9.0,5.0,1,6.0,9
0.0,4.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,1.0,1.0,9.0,0,9.0,0
0.0,9.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,3.0,8.0,5.0,0,8.0,0
0.0,7.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,9.0,5.0,1.0,0,1.0,0
0.0,1.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,3.0,9.0,8.0,0,3.0,0
316.0,7.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,4.0,7.0,8.0,0,0.0,0
0.0,4.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,3.0,0.0,7.0,0,0.0,0
42.0,5.0,0,0,0,0,0,9.0,0,0.0,1.0,21.0,0.0,8.0,6.0,1,6.0,63
49.0,0.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,7.0,1.0,0.0,0,2.0,0
13.0,1.0,0,0,0,0,0,4.0,0,0.0,1.0,29.0,4.0,7.0,0.0,1,8.0,60
0.0,3.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,1.0,0.0,8.0,0,1.0,0
0.0,9.0,124,1,0,4,0,3.0,1,1.0,1.0,274.0,1.0,9.0,3.0,17,6.0,533
292.0,8.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,5.0,0.0,5.0,0,9.0,0
0.0,5.0,382,3,0,9,3,4.0,3,3.0,1.0,7.0,1.0,3.0,4.0,3,5.0,19
28.0,0.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,4.0,4.0,2.0,0,3.0,0
0.0,1.0,576,5,1,17,3,1.0,5,5.0,1.0,33.0,2.0,1.0,0.0,6,9.0,92
175.0,1.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,3.0,3.0,9.0,0,9.0,0
0.0,9.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,9.0,0.0,8.0,0,8.0,0
0.0,9.0,337,3,0,9,3,2.0,3,3.0,1.0,15.0,6.0,2.0,9.0,3,4.0,27
0.0,5.0,2235,13,10,57,7,7.0,13,13.0,1.0,52.0,4.0,7.0,5.0,12,6.0,141
44.0,0.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,6.0,2.0,8.0,0,7.0,0
0.0,3.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,9.0,5.0,5.0,0,9.0,0
0.0,6.0,649,4,0,12,4,4.0,4,4.0,1.0,23.0,0.0,7.0,9.0,4,0.0,28
0.0,5.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,9.0,3.0,9.0,0,6.0,0
0.0,9.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,7.0,6.0,4.0,0,6.0,0
0.0,6.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,2.0,1.0,3.0,0,5.0,0
0.0,5.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,8.0,4.0,6.0,0,8.0,0
14.0,4.0,89,1,1,3,1,1.0,1,1.0,1.0,2.0,1.0,1.0,9.0,1,1.0,11
0.0,9.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,3.0,7.0,8.0,0,9.0,0
0.0,8.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,2.0,4.0,5.0,0,2.0,0
4.0,1.0,624,3,1,13,1,7.0,3,3.0,1.0,20.0,3.0,9.0,2.0,3,7.0,53
0.0,1.0,2615,12,0,47,1,1.0,12,12.0,1.0,112.0,5.0,5.0,8.0,12,1.0,210
0.0,1.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,3.0,9.0,9.0,0,8.0,0
0.0,2.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,4.0,4.0,8.0,0,7.0,0
0.0,0.0,1241,10,0,38,10,5.0,10,10.0,1.0,30.0,9.0,8.0,5.0,10,1.0,84
0.0,7.0,728,5,3,19,4,1.0,5,5.0,1.0,45.0,6.0,8.0,1.0,5,4.0,99
0.0,8.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,2.0,4.0,1.0,0,2.0,0
0.0,7.0,614,5,3,15,5,4.0,5,3.0,1.0,7.0,5.0,7.0,4.0,3,5.0,23
1.0,4.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,5.0,7.0,3.0,0,9.0,0
0.0,8.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,1.0,4.0,8.0,0,3.0,0
0.0,2.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,5.0,7.0,4.0,0,2.0,0
50.0,6.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,7.0,7.0,7.0,0,3.0,0
0.0,7.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,5.0,3.0,0.0,0,1.0,0
15.0,0.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,0.0,6.0,5.0,0,5.0,0
0.0,7.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,5.0,3.0,2.0,0,3.0,0
6.0,3.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,4.0,1.0,1.0,0,3.0,0
4.0,1.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,4.0,7.0,6.0,0,6.0,0
0.0,4.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,3.0,4.0,6.0,0,1.0,0
0.0,0.0,266,1,1,5,0,5.0,1,1.0,1.0,3.0,5.0,8.0,8.0,1,2.0,9
0.0,9.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,5.0,8.0,5.0,0,9.0,0
0.0,1.0,20618,113,25,452,10,6.0,113,74.0,1.0,746.0,0.0,1.0,2.0,74,1.0,1287
0.0,9.0,3873,22,6,72,18,7.0,22,22.0,1.0,200.0,7.0,8.0,0.0,22,2.0,441
0.0,3.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,7.0,3.0,5.0,0,1.0,0
0.0,3.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,0.0,7.0,3.0,0,9.0,0
0.0,3.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,5.0,0.0,7.0,0,0.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,3.0,6.0,7.0,0,0.0,0
0.0,1.0,19277,58,7,321,9,3.0,58,58.0,1.0,435.0,1.0,4.0,0.0,58,2.0,761
0.0,0.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,7.0,6.0,8.0,0,6.0,0
0.0,2.0,162,2,0,6,2,0.0,2,2.0,1.0,64.0,1.0,5.0,8.0,2,2.0,91
2.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,3.0,2.0,2.0,0,1.0,0
0.0,8.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,8.0,1.0,8.0,0,3.0,0
0.0,9.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,3.0,2.0,0.0,0,0.0,0
0.0,7.0,346,1,1,9,0,1.0,1,1.0,1.0,5.0,6.0,5.0,0.0,1,9.0,11
0.0,1.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,7.0,0.0,4.0,0,5.0,0
0.0,7.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,8.0,9.0,7.0,0,9.0,0
14.0,9.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,8.0,8.0,6.0,0,7.0,0
0.0,9.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,9.0,7.0,9.0,0,2.0,0
0.0,2.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,7.0,4.0,0.0,0,5.0,0
0.0,3.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,2.0,3.0,3.0,0,6.0,0
47.0,9.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,3.0,9.0,1.0,0,8.0,0
0.0,9.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,9.0,6.0,8.0,0,3.0,0
0.0,5.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,2.0,6.0,4.0,0,1.0,0
0.0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,1.0,4.0,2.0,0,8.0,0
0.0,6.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,5.0,7.0,1.0,0,6.0,0
0.0,8.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,3.0,6.0,6.0,0,2.0,0
0.0,1.0,60,1,0,3,1,0.0,1,1.0,1.0,4.0,5.0,7.0,7.0,1,2.0,8
0.0,0.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,9.0,5.0,4.0,0,4.0,0
0.0,1.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,0.0,9.0,9.0,0,8.0,0
0.0,3.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,5.0,0.0,2.0,0,5.0,0
0.0,1.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,2.0,0.0,9.0,0,6.0,0
0.0,5.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,2.0,0.0,8.0,0,8.0,0
0.0,5.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,0.0,6.0,8.0,0,2.0,0
311.0,4.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,4.0,2.0,9.0,0,8.0,0
0.0,2.0,68,1,1,3,1,5.0,1,1.0,1.0,2.0,5.0,6.0,6.0,1,4.0,6
0.0,8.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,7.0,0.0,1.0,0,6.0,0
0.0,9.0,956,4,4,12,4,3.0,4,4.0,1.0,14.0,3.0,9.0,4.0,4,5.0,44
0.0,9.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,6.0,3.0,8.0,0,0.0,0
0.0,9.0,1009,6,2,22,4,0.0,6,6.0,1.0,328.0,0.0,4.0,3.0,28,0.0,736
0.0,3.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,3.0,0.0,7.0,0,7.0,0
0.0,4.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,4.0,3.0,9.0,0,1.0,0
0.0,3.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,0.0,9.0,4.0,0,1.0,0
0.0,1.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,7.0,8.0,7.0,0,3.0,0
0.0,4.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,9.0,6.0,9.0,0,1.0,0
0.0,2.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,0.0,5.0,1.0,0,7.0,0
0.0,1.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,3.0,9.0,4.0,0,3.0,0
14.0,5.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,2.0,6.0,6.0,0,9.0,0
0.0,9.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,1.0,3.0,0.0,0,3.0,0
0.0,3.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,0.0,0.0,4.0,0,1.0,0
0.0,8.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,9.0,9.0,7.0,0,6.0,0
0.0,6.0,245,2,2,6,2,7.0,2,2.0,1.0,0.0,5.0,2.0,7.0,2,2.0,10
0.0,6.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,9.0,3.0,5.0,0,3.0,0
7.0,2.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,2.0,6.0,0.0,0,5.0,0
0.0,6.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,3.0,3.0,9.0,0,2.0,0
0.0,5.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,5.0,0.0,7.0,0,6.0,0
0.0,3.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,3.0,4.0,6.0,0,0.0,0
1.0,0.0,0,0,0,0,0,6.0,0,0.0,1.0,0.0,9.0,4.0,6.0,0,2.0,0
268.0,8.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,0.0,5.0,9.0,0,7.0,0
0.0,0.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,8.0,3.0,1.0,0,9.0,0
0.0,2.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,0.0,9.0,1.0,0,1.0,0
16.0,5.0,958,4,1,21,2,5.0,4,4.0,1.0,24.0,1.0,2.0,1.0,4,6.0,50
0.0,1.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,0.0,3.0,9.0,0,7.0,0
0.0,0.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,6.0,3.0,0.0,0,9.0,0
0.0,9.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,6.0,3.0,6.0,0,1.0,0
0.0,5.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,8.0,6.0,6.0,0,4.0,0
0.0,7.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,7.0,5.0,8.0,0,0.0,0
0.0,5.0,87,1,0,3,1,2.0,1,1.0,1.0,3.0,2.0,7.0,8.0,1,3.0,8
0.0,8.0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,4.0,1.0,8.0,0,6.0,0
0.0,6.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,5.0,7.0,4.0,0,9.0,0
0.0,5.0,0,0,0,0,0,9.0,0,0.0,1.0,0.0,1.0,4.0,7.0,0,5.0,0
0.0,3.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,6.0,2.0,1.0,0,9.0,0
0.0,3.0,0,0,0,0,0,7.0,0,0.0,1.0,0.0,2.0,7.0,2.0,0,3.0,0
0.0,6.0,0,0,0,0,0,3.0,0,0.0,1.0,14.0,6.0,1.0,7.0,1,5.0,18
0.0,2.0,0,0,0,0,0,8.0,0,0.0,1.0,0.0,5.0,9.0,1.0,0,7.0,0
5.0,9.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,8.0,4.0,7.0,0,9.0,0
0.0,7.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,5.0,4.0,1.0,0,0.0,0
0.0,4.0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,5.0,3.0,2.0,0,7.0,0
0.0,6.0,0,0,0,0,0,4.0,0,0.0,1.0,0.0,0.0,3.0,2.0,0,9.0,0
0.0,4.0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,6.0,4.0,6.0,0,1.0,0
0.0,4.0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,8.0,8.0,6.0,0,0.0,0
0.0,8.0,1668,12,4,59,7,4.0,12,11.0,1.0,53.0,2.0,1.0,7.0,11,8.0,118
0.0,5.0,0,0,0,0,0,1.0,0,0.0,1.0,0.0,0.0,9.0,0.0,0,2.0,0
